321;Wailord;ホエルオー;Wailord;Wailord;고래왕;吼鯨王;吼鲸王
322;Numel;ドンメル;Chamallot;Camaub;둔타;呆火駝;呆火驼
323;Camerupt;バクーダ;Camérupt;Camerupt;폭타;噴火駝;喷火驼
324;Torkoal;コータス;Chartor;Qurtel;코터스;煤炭龜;煤炭龟
325;Spoink;バネブー;Spoink;Spoink;피그점프;跳跳豬;跳跳猪
326;Grumpig;ブーピッグ;Groret;Groink;피그킹;噗噗豬;噗噗猪
327;Spinda;パッチール;Spinda;Pandir;얼루기;晃晃斑;晃晃斑
328;Trapinch;ナックラー;Kraknoix;Knacklion;톱치;大顎蟻;大颚蚁
329;Vibrava;ビブラーバ;Vibraninf;Vibrava;비브라바;超音波幼蟲;超音波幼虫
330;Flygon;フライゴン;Libégon;Libelldra;플라이곤;沙漠蜻蜓;沙漠蜻蜓
331;Cacnea;サボネア;Cacnea;Tuska;선인왕;刺球仙人掌;刺球仙人掌
332;Cacturne;ノクタス;Cacturne;Noktuska;밤선인;夢歌仙人掌;梦歌仙人掌
333;Swablu;チルット;Tylton;Wablu;파비코;青綿鳥;青绵鸟
334;Altaria;チルタリス;Altaria;Altaria;파비코리;七夕青鳥;七夕青鸟
335;Zangoose;ザングース;Mangriff;Sengo;쟝고;貓鼬斬;猫鼬斩
336;Seviper;ハブネーク;Séviper;Vipitis;세비퍼;飯匙蛇;饭匙蛇
337;Lunatone;ルナトーン;Séléroc;Lunastein;루나톤;月石;月石
338;Solrock;ソルロック;Solaroc;Sonnfel;솔록;太陽岩;太阳岩
339;Barboach;ドジョッチ;Barloche;Schmerbe;미꾸리;泥泥鰍;泥泥鰍
340;Whiscash;ナマズン;Barbicha;Welsar;메깅;鯰魚王;鲶鱼王
341;Corphish;ヘイガニ;Écrapince;Krebscorps;가재군;龍蝦小兵;龙虾小兵
342;Crawdaunt;シザリガー;Colhomard;Krebutack;가재장군;鐵螯龍蝦;铁螯龙虾
343;Baltoy;ヤジロン;Balbuto;Puppance;오뚝군;天秤偶;天秤偶
344;Claydol;ネンドール;Kaorine;Lepumentas;점토도리;念力土偶;念力土偶
345;Lileep;リリーラ;Lilia;Liliep;릴링;觸手百合;触手百合
346;Cradily;ユレイドル;Vacilys;Wielie;릴리요;搖籃百合;摇篮百合
347;Anorith;アノプス;Anorith;Anorith;아노딥스;太古羽蟲;太古羽虫
348;Armaldo;アーマルド;Armaldo;Armaldo;아말도;太古盔甲;太古盔甲
349;Feebas;ヒンバス;Barpau;Barschwa;빈티나;醜醜魚;丑丑鱼
350;Milotic;ミロカロス;Milobellus;Milotic;밀로틱;美納斯;美纳斯
351;Castform;ポワルン;Morphéo;Formeo;캐스퐁;飄浮泡泡;飘浮泡泡
352;Kecleon;カクレオン;Kecleon;Kecleon;켈리몬;變隱龍;变隐龙
353;Shuppet;カゲボウズ;Polichombr;Shuppet;어둠대신;怨影娃娃;怨影娃娃
354;Banette;ジュペッタ;Branette;Banette;다크펫;詛咒娃娃;诅咒娃娃
355;Duskull;ヨマワル;Skelénox;Zwirrlicht;해골몽;夜巡靈;夜巡灵
356;Dusclops;サマヨール;Téraclope;Zwirrklop;미라몽;彷徨夜靈;彷徨夜灵
357;Tropius;トロピウス;Tropius;Tropius;트로피우스;熱帶龍;热带龙
358;Chimecho;チリーン;Éoko;Palimpalim;치렁;風鈴鈴;风铃铃
359;Absol;アブソル;Absol;Absol;앱솔;阿勃梭魯;阿勃梭鲁
360;Wynaut;ソーナノ;Okéoké;Isso;마자;小果然;小果然
361;Snorunt;ユキワラシ;Stalgamin;Schneppke;눈꼬마;雪童子;雪童子
362;Glalie;オニゴーリ;Oniglali;Firnontor;얼음귀신;冰鬼護;冰鬼护
363;Spheal;タマザラシ;Obalie;Seemops;대굴레오;海豹球;海豹球
364;Sealeo;トドグラー;Phogleur;Seejong;씨레오;海魔獅;海魔狮
365;Walrein;トドゼルガ;Kaimorse;Walraisa;씨카이저;帝牙海獅;帝牙海狮
366;Clamperl;パールル;Coquiperl;Perlu;진주몽;珍珠貝;珍珠贝
367;Huntail;ハンテール;Serpang;Aalabyss;헌테일;獵斑魚;猎斑鱼
368;Gorebyss;サクラビス;Rosabyss;Saganabyss;분홍장이;櫻花魚;樱花鱼
369;Relicanth;ジーランス;Relicanth;Relicanth;시라칸;古空棘魚;古空棘鱼
370;Luvdisc;ラブカス;Lovdisc;Liebiskus;사랑동이;愛心魚;爱心鱼
371;Bagon;タツベイ;Draby;Kindwurm;아공이;寶貝龍;宝贝龙
372;Shelgon;コモルー;Drackhaus;Draschel;쉘곤;甲殼龍;甲壳龙
373;Salamence;ボーマンダ;Drattak;Brutalanda;보만다;暴飛龍;暴飞龙
374;Beldum;ダンバル;Terhal;Tanhel;메탕;鐵啞鈴;铁哑铃
375;Metang;メタング;Métang;Metang;메탕구;金屬怪;金属怪
376;Metagross;メタグロス;Métalosse;Metagross;메타그로스;巨金怪;巨金怪
377;Regirock;レジロック;Regirock;Regirock;레지락;雷吉洛克;雷吉洛克
378;Regice;レジアイス;Regice;Regice;레지아이스;雷吉艾斯;雷吉艾斯
379;Registeel;レジスチル;Registeel;Registeel;레지스틸;雷吉斯奇魯;雷吉斯奇鲁
380;Latias;ラティアス;Latias;Latias;라티아스;拉帝亞斯;拉帝亚斯
381;Latios;ラティオス;Latios;Latios;라티오스;拉帝歐斯;拉帝欧斯
382;Kyogre;カイオーガ;Kyogre;Kyogre;가이오가;蓋歐卡;盖欧卡
383;Groudon;グラードン;Groudon;Groudon;그란돈;固拉多;固拉多
384;Rayquaza;レックウザ;Rayquaza;Rayquaza;레쿠쟈;烈空坐;烈空坐
385;Jirachi;ジラーチ;Jirachi;Jirachi;지라치;基拉祈;基拉祈
386;Deoxys;デオキシス;Deoxys;Deoxys;테오키스;代歐奇希斯;代欧奇希斯
387;Turtwig;ナエトル;Tortipouss;Chelast;모부기;草苗龜;草苗龟
388;Grotle;ハヤシガメ;Boskara;Chelcarain;수풀부기;樹林龜;树林龟
389;Torterra;ドダイトス;Torterra;Chelterrar;토대부기;土台龜;土台龟
390;Chimchar;ヒコザル;Ouisticram;Panflam;불꽃숭이;小火焰猴;小火焰猴
391;Monferno;モウカザル;Chimpenfeu;Panpyro;파이숭이;猛火猴;猛火猴
392;Infernape;ゴウカザル;Simiabraz;Panferno;초염몽;烈焰猴;烈焰猴
393;Piplup;ポッチャマ;Tiplouf;Plinfa;팽도리;波加曼;波加曼
394;Prinplup;ポッタイシ;Prinplouf;Pliprin;팽태자;波皇子;波皇子
395;Empoleon;エンペルト;Pingoléon;Impoleon;엠페르트;帝王拿波;帝王拿波
396;Starly;ムックル;Étourmi;Staralili;찌르꼬;姆克兒;姆克儿
397;Staravia;ムクバード;Étourvol;Staravia;찌르버드;姆克鳥;姆克鸟
398;Staraptor;ムクホーク;Étouraptor;Staraptor;찌르호크;姆克鷹;姆克鹰
399;Bidoof;ビッパ;Keunotor;Bidiza;비버니;大牙狸;大牙狸
400;Bibarel;ビーダル;Castorno;Bidifas;비버통;大尾狸;大尾狸
401;Kricketot;コロボーシ;Crikzik;Zirpurze;귀뚤뚜기;圓法師;圆法师
402;Kricketune;コロトック;Mélokrik;Zirpeise;귀뚤톡크;音箱蟀;音箱蟀
403;Shinx;コリンク;Lixy;Sheinux;꼬링크;小貓怪;小猫怪
404;Luxio;ルクシオ;Luxio;Luxio;럭시오;勒克貓;勒克猫
405;Luxray;レントラー;Luxray;Luxtra;렌트라;倫琴貓;伦琴猫
406;Budew;スボミー;Rozbouton;Knospi;꼬몽울;含羞苞;含羞苞
407;Roserade;ロズレイド;Roserade;Roserade;로즈레이드;羅絲雷朵;罗丝雷朵
408;Cranidos;ズガイドス;Kranidos;Koknodon;두개도스;頭蓋龍;头盖龙
409;Rampardos;ラムパルド;Charkos;Rameidon;램펄드;戰槌龍;战槌龙
410;Shieldon;タテトプス;Dinoclier;Schilterus;방패톱스;盾甲龍;盾甲龙
411;Bastiodon;トリデプス;Bastiodon;Bollterus;바리톱스;護城龍;护城龙
412;Burmy;ミノムッチ;Cheniti;Burmy;도롱충이;結草兒;结草儿
413;Wormadam;ミノマダム;Cheniselle;Burmadame;도롱마담;結草貴婦;结草贵妇
414;Mothim;ガーメイル;Papilord;Moterpel;나메일;紳士蛾;绅士蛾
415;Combee;ミツハニー;Apitrini;Wadribie;세꿀버리;三蜜蜂;三蜜蜂
416;Vespiquen;ビークイン;Apireine;Honweisel;비퀸;蜂女王;蜂女王
417;Pachirisu;パチリス;Pachirisu;Pachirisu;파치리스;帕奇利茲;帕奇利兹
418;Buizel;ブイゼル;Mustébouée;Bamelin;브이젤;泳圈鼬;泳圈鼬
419;Floatzel;フローゼル;Mustéflott;Bojelin;플로젤;浮潛鼬;浮潜鼬
420;Cherubi;チェリンボ;Ceribou;Kikugi;체리버;櫻花寶;樱花宝
421;Cherrim;チェリム;Ceriflor;Kinoso;체리꼬;櫻花兒;樱花儿
422;Shellos;カラナクシ;Sancoki;Schalellos;깝질무;無殼海兔;无壳海兔
423;Gastrodon;トリトドン;Tritosor;Gastrodon;트리토돈;海兔獸;海兔兽
424;Ambipom;エテボース;Capidextre;Ambidiffel;겟핸보숭;雙尾怪手;双尾怪手
425;Drifloon;フワンテ;Baudrive;Driftlon;흔들풍손;飄飄球;飘飘球
426;Drifblim;フワライド;Grodrive;Drifzepeli;둥실라이드;隨風球;随风球
427;Buneary;ミミロル;Laporeille;Haspiror;이어롤;捲捲耳;卷卷耳
428;Lopunny;ミミロップ;Lockpin;Schlapor;이어롭;長耳兔;长耳兔
429;Mismagius;ムウマージ;Magirêve;Traunmagil;무우마직;夢妖魔;梦妖魔
430;Honchkrow;ドンカラス;Corboss;Kramshef;돈크로우;烏鴉頭頭;乌鸦头头
431;Glameow;ニャルマー;Chaglam;Charmian;나옹마;魅力喵;魅力喵
432;Purugly;ブニャット;Chaffreux;Shnurgarst;몬냥이;東施喵;东施喵
433;Chingling;リーシャン;Korillon;Klingplim;랑딸랑;鈴鐺響;铃铛响
434;Stunky;スカンプー;Moufouette;Skunkapuh;스컹뿡;臭鼬噗;臭鼬噗
435;Skuntank;スカタンク;Moufflair;Skuntank;스컹탱크;坦克臭鼬;坦克臭鼬
436;Bronzor;ドーミラー;Archéomire;Bronzel;동미러;銅鏡怪;铜镜怪
437;Bronzong;ドータクン;Archéodong;Bronzong;동탁군;青銅鐘;青铜钟
438;Bonsly;ウソハチ;Manzaï;Mobai;꼬지지;盆才怪;盆才怪
439;Mime Jr.;マネネ;Mime Jr.;Pantimimi;흉내내;魔尼尼;魔尼尼
440;Happiny;ピンプク;Ptiravi;Wonneira;핑복;小福蛋;小福蛋
441;Chatot;ペラップ;Pijako;Plaudagei;페라페;聒噪鳥;聒噪鸟
442;Spiritomb;ミカルゲ;Spiritomb;Kryppuk;화강돌;花岩怪;花岩怪
443;Gible;フカマル;Griknot;Kaumalat;딥상어동;圓陸鯊;圆陆鲨
444;Gabite;ガバイト;Carmache;Knarksel;한바이트;尖牙陸鯊;尖牙陆鲨
445;Garchomp;ガブリアス;Carchacrok;Knakrack;한카리아스;烈咬陸鯊;烈咬陆鲨
446;Munchlax;ゴンベ;Goinfrex;Mampfaxo;먹고자;小卡比獸;小卡比兽
447;Riolu;リオル;Riolu;Riolu;리오르;利歐路;利欧路
448;Lucario;ルカリオ;Lucario;Lucario;루카리오;路卡利歐;路卡利欧
449;Hippopotas;ヒポポタス;Hippopotas;Hippopotas;히포포타스;沙河馬;沙河马
450;Hippowdon;カバルドン;Hippodocus;Hippoterus;하마돈;河馬獸;河马兽
451;Skorupi;スコルピ;Rapion;Pionskora;스콜피;鉗尾蠍;钳尾蝎
452;Drapion;ドラピオン;Drascore;Piondragi;드래피온;龍王蠍;龙王蝎
453;Croagunk;グレッグル;Cradopaud;Glibunkel;삐딱구리;不良蛙;不良蛙
454;Toxicroak;ドクロッグ;Coatox;Toxiquak;독개굴;毒骷蛙;毒骷蛙
455;Carnivine;マスキッパ;Vortente;Venuflibis;무스틈니;尖牙籠;尖牙笼
456;Finneon;ケイコウオ;Écayon;Finneon;형광어;螢光魚;荧光鱼
457;Lumineon;ネオラント;Luminéon;Lumineon;네오라이트;霓虹魚;霓虹鱼
458;Mantyke;タマンタ;Babimanta;Mantirps;타만타;小球飛魚;小球飞鱼
459;Snover;ユキカブリ;Blizzi;Shnebedeck;눈쓰개;雪笠怪;雪笠怪
460;Abomasnow;ユキノオー;Blizzaroi;Rexblisar;눈설왕;暴雪王;暴雪王
461;Weavile;マニューラ;Dimoret;Snibunna;포푸니라;瑪狃拉;玛狃拉
462;Magnezone;ジバコイル;Magnézone;Magnezone;자포코일;自爆磁怪;自爆磁怪
463;Lickilicky;ベロベルト;Coudlangue;Schlurplek;내룸벨트;大舌舔;大舌舔
464;Rhyperior;ドサイドン;Rhinastoc;Rihornior;거대코뿌리;超甲狂犀;超甲狂犀
465;Tangrowth;モジャンボ;Bouldeneu;Tangoloss;덩쿠림보;巨蔓藤;巨蔓藤
466;Electivire;エレキブル;Élekable;Elevoltek;에레키블;電擊魔獸;电击魔兽
467;Magmortar;ブーバーン;Maganon;Magbrant;마그마번;鴨嘴炎獸;鸭嘴炎兽
468;Togekiss;トゲキッス;Togekiss;Togekiss;토게키스;波克基斯;波克基斯
469;Yanmega;メガヤンマ;Yanmega;Yanmega;메가자리;遠古巨蜓;远古巨蜓
470;Leafeon;リーフィア;Phyllali;Folipurba;리피아;葉伊布;叶伊布
471;Glaceon;グレイシア;Givrali;Glaziola;글레이시아;冰伊布;冰伊布
472;Gliscor;グライオン;Scorvol;Skorgro;글라이온;天蠍王;天蝎王
473;Mamoswine;マンムー;Mammochon;Mamutel;맘모꾸리;象牙豬;象牙猪
474;Porygon-Z;ポリゴンＺ;Porygon-Z;Porygon-Z;폴리곤Z;多邊獸Ｚ;多边兽Ｚ
475;Gallade;エルレイド;Gallame;Galagladi;엘레이드;艾路雷朵;艾路雷朵
476;Probopass;ダイノーズ;Tarinorme;Voluminas;대코파스;大朝北鼻;大朝北鼻
477;Dusknoir;ヨノワール;Noctunoir;Zwirrfinst;야느와르몽;黑夜魔靈;黑夜魔灵
478;Froslass;ユキメノコ;Momartik;Frosdedje;눈여아;雪妖女;雪妖女
479;Rotom;ロトム;Motisma;Rotom;로토무;洛托姆;洛托姆
480;Uxie;ユクシー;Créhelf;Selfe;유크시;由克希;由克希
481;Mesprit;エムリット;Créfollet;Vesprit;엠라이트;艾姆利多;艾姆利多
482;Azelf;アグノム;Créfadet;Tobutz;아그놈;亞克諾姆;亚克诺姆
483;Dialga;ディアルガ;Dialga;Dialga;디아루가;帝牙盧卡;帝牙卢卡
484;Palkia;パルキア;Palkia;Palkia;펄기아;帕路奇亞;帕路奇亚
485;Heatran;ヒードラン;Heatran;Heatran;히드런;席多藍恩;席多蓝恩
486;Regigigas;レジギガス;Regigigas;Regigigas;레지기가스;雷吉奇卡斯;雷吉奇卡斯
487;Giratina;ギラティナ;Giratina;Giratina;기라티나;騎拉帝納;骑拉帝纳
488;Cresselia;クレセリア;Cresselia;Cresselia;크레세리아;克雷色利亞;克雷色利亚
489;Phione;フィオネ;Phione;Phione;피오네;霏歐納;霏欧纳
490;Manaphy;マナフィ;Manaphy;Manaphy;마나피;瑪納霏;玛纳霏
491;Darkrai;ダークライ;Darkrai;Darkrai;다크라이;達克萊伊;达克莱伊
492;Shaymin;シェイミ;Shaymin;Shaymin;쉐이미;謝米;谢米
493;Arceus;アルセウス;Arceus;Arceus;아르세우스;阿爾宙斯;阿尔宙斯
494;Victini;ビクティニ;Victini;Victini;비크티니;比克提尼;比克提尼
495;Snivy;ツタージャ;Vipélierre;Serpifeu;주리비얀;藤藤蛇;藤藤蛇
496;Servine;ジャノビー;Lianaja;Efoserp;샤비;青藤蛇;青藤蛇
497;Serperior;ジャローダ;Majaspic;Serpiroyal;샤로다;君主蛇;君主蛇
498;Tepig;ポカブ;Gruikui;Floink;뚜꾸리;暖暖豬;暖暖猪
499;Pignite;チャオブー;Grotichon;Ferkokel;차오꿀;炒炒豬;炒炒猪
500;Emboar;エンブオー;Roitiflam;Flambirex;염무왕;炎武王;炎武王
501;Oshawott;ミジュマル;Moustillon;Ottaro;수댕이;水水獺;水水獭
502;Dewott;フタチマル;Mateloutre;Zwottronin;쌍검자비;雙刃丸;双刃丸
503;Samurott;ダイケンキ;Clamiral;Admurai;대검귀;大劍鬼;大剑鬼
504;Patrat;ミネズミ;Ratentif;Nagelotz;보르쥐;探探鼠;探探鼠
505;Watchog;ミルホッグ;Miradar;Kukmarda;보르그;步哨鼠;步哨鼠
506;Lillipup;ヨーテリー;Ponchiot;Yorkleff;요테리;小約克;小约克
507;Herdier;ハーデリア;Ponchien;Terribark;하데리어;哈約克;哈约克
508;Stoutland;ムーランド;Mastouffe;Bissbark;바랜드;長毛狗;长毛狗
509;Purrloin;チョロネコ;Chacripan;Felilou;쌔비냥;扒手貓;扒手猫
510;Liepard;レパルダス;Léopardus;Kleoparda;레파르다스;酷豹;酷豹
511;Pansage;ヤナップ;Feuillajou;Vegimak;야나프;花椰猴;花椰猴
512;Simisage;ヤナッキー;Feuiloutan;Vegichita;야나키;花椰猿;花椰猿
513;Pansear;バオップ;Flamajou;Grillmak;바오프;爆香猴;爆香猴
514;Simisear;バオッキー;Flamoutan;Grillchita;바오키;爆香猿;爆香猿
515;Panpour;ヒヤップ;Flotajou;Sodamak;앗차프;冷水猴;冷水猴
516;Simipour;ヒヤッキー;Flotoutan;Sodachita;앗차키;冷水猿;冷水猿
517;Munna;ムンナ;Munna;Somniam;몽나;食夢夢;食梦梦
518;Musharna;ムシャーナ;Mushana;Somnivora;몽얌나;夢夢蝕;梦梦蚀
519;Pidove;マメパト;Poichigeon;Dusselgurr;콩둘기;豆豆鴿;豆豆鸽
520;Tranquill;ハトーボー;Colombeau;Navitaub;유토브;咕咕鴿;咕咕鸽
521;Unfezant;ケンホロウ;Déflaisan;Fasasnob;켄호로우;高傲雉雞;高傲雉鸡
522;Blitzle;シママ;Zébibron;Elezeba;줄뮤마;斑斑馬;斑斑马
523;Zebstrika;ゼブライカ;Zéblitz;Zebritz;제브라이카;雷電斑馬;雷电斑马
524;Roggenrola;ダンゴロ;Nodulithe;Kiesling;단굴;石丸子;石丸子
525;Boldore;ガントル;Géolithe;Sedimantur;암트르;地幔岩;地幔岩
526;Gigalith;ギガイアス;Gigalithe;Brockoloss;기가이어스;龐岩怪;庞岩怪
527;Woobat;コロモリ;Chovsourir;Fleknoil;또르박쥐;滾滾蝙蝠;滚滚蝙蝠
528;Swoobat;ココロモリ;Rhinolove;Fletiamo;맘박쥐;心蝙蝠;心蝙蝠
529;Drilbur;モグリュー;Rototaupe;Rotomurf;두더류;螺釘地鼠;螺钉地鼠
530;Excadrill;ドリュウズ;Minotaupe;Stalobor;몰드류;龍頭地鼠;龙头地鼠
531;Audino;タブンネ;Nanméouïe;Ohrdoch;다부니;差不多娃娃;差不多娃娃
532;Timburr;ドッコラー;Charpenti;Praktibalk;으랏차;搬運小匠;搬运小匠
533;Gurdurr;ドテッコツ;Ouvrifier;Strepoli;토쇠골;鐵骨土人;铁骨土人
534;Conkeldurr;ローブシン;Bétochef;Meistagrif;노보청;修建老匠;修建老匠
535;Tympole;オタマロ;Tritonde;Schallquap;동챙이;圓蝌蚪;圆蝌蚪
536;Palpitoad;ガマガル;Batracné;Mebrana;두까비;藍蟾蜍;蓝蟾蜍
537;Seismitoad;ガマゲロゲ;Crapustule;Branawarz;두빅굴;蟾蜍王;蟾蜍王
538;Throh;ナゲキ;Judokrak;Jiutesto;던지미;投摔鬼;投摔鬼
539;Sawk;ダゲキ;Karaclée;Karadonis;타격귀;打擊鬼;打击鬼
540;Sewaddle;クルミル;Larveyette;Strawickl;두르보;蟲寶包;虫宝包
541;Swadloon;クルマユ;Couverdure;Folikon;두르쿤;寶包繭;宝包茧
542;Leavanny;ハハコモリ;Manternel;Matrifol;모아머;保母蟲;保姆虫
543;Venipede;フシデ;Venipatte;Toxiped;마디네;百足蜈蚣;百足蜈蚣
544;Whirlipede;ホイーガ;Scobolide;Rollum;휠구;車輪毬;车轮球
545;Scolipede;ペンドラー;Brutapode;Cerapendra;펜드라;蜈蚣王;蜈蚣王
546;Cottonee;モンメン;Doudouvet;Waumboll;소미안;木棉球;木棉球
547;Whimsicott;エルフーン;Farfaduvet;Elfun;엘풍;風妖精;风妖精
548;Petilil;チュリネ;Chlorobule;Lilminip;치릴리;百合根娃娃;百合根娃娃
549;Lilligant;ドレディア;Fragilady;Dressella;드레디어;裙兒小姐;裙儿小姐
550;Basculin;バスラオ;Bargantua;Barschuft;배쓰나이;野蠻鱸魚;野蛮鲈鱼
551;Sandile;メグロコ;Mascaïman;Ganovil;깜눈크;黑眼鱷;黑眼鳄
552;Krokorok;ワルビル;Escroco;Rokkaiman;악비르;混混鱷;混混鳄
553;Krookodile;ワルビアル;Crocorible;Rabigator;악비아르;流氓鱷;流氓鳄
554;Darumaka;ダルマッカ;Darumarond;Flampion;달막화;火紅不倒翁;火红不倒翁
555;Darmanitan;ヒヒダルマ;Darumacho;Flampivian;불비달마;達摩狒狒;达摩狒狒
556;Maractus;マラカッチ;Maracachi;Maracamba;마라카치;沙鈴仙人掌;沙铃仙人掌
557;Dwebble;イシズマイ;Crabicoque;Lithomith;돌살이;石居蟹;石居蟹
558;Crustle;イワパレス;Crabaraque;Castellith;암팰리스;岩殿居蟹;岩殿居蟹
559;Scraggy;ズルッグ;Baggiguane;Zurrokex;곤율랭;滑滑小子;滑滑小子
560;Scrafty;ズルズキン;Baggaïd;Irokex;곤율거니;頭巾混混;头巾混混
561;Sigilyph;シンボラー;Cryptéro;Symvolara;심보러;象徵鳥;象征鸟
562;Yamask;デスマス;Tutafeh;Makabaja;데스마스;哭哭面具;哭哭面具
563;Cofagrigus;デスカーン;Tutankafer;Echnatoll;데스니칸;死神棺;死神棺
564;Tirtouga;プロトーガ;Carapagos;Galapaflos;프로토가;原蓋海龜;原盖海龟
565;Carracosta;アバゴーラ;Mégapagos;Karippas;늑골라;肋骨海龜;肋骨海龟
566;Archen;アーケン;Arkéapti;Flapteryx;아켄;始祖小鳥;始祖小鸟
567;Archeops;アーケオス;Aéroptéryx;Aeropteryx;아케오스;始祖大鳥;始祖大鸟
568;Trubbish;ヤブクロン;Miamiasme;Unratütox;깨봉이;破破袋;破破袋
569;Garbodor;ダストダス;Miasmax;Deponitox;더스트나;灰塵山;灰尘山
570;Zorua;ゾロア;Zorua;Zorua;조로아;索羅亞;索罗亚
571;Zoroark;ゾロアーク;Zoroark;Zoroark;조로아크;索羅亞克;索罗亚克
572;Minccino;チラーミィ;Chinchidou;Picochilla;치라미;泡沫栗鼠;泡沫栗鼠
573;Cinccino;チラチーノ;Pashmilla;Chillabell;치라치노;奇諾栗鼠;奇诺栗鼠
574;Gothita;ゴチム;Scrutella;Mollimorba;고디탱;哥德寶寶;哥德宝宝
575;Gothorita;ゴチミル;Mesmérella;Hypnomorba;고디보미;哥德小童;哥德小童
576;Gothitelle;ゴチルゼル;Sidérella;Morbitesse;고디모아젤;哥德小姐;哥德小姐
577;Solosis;ユニラン;Nucléos;Monozyto;유니란;單卵細胞球;单卵细胞球
578;Duosion;ダブラン;Méios;Mitodos;듀란;雙卵細胞球;双卵细胞球
579;Reuniclus;ランクルス;Symbios;Zytomega;란쿨루스;人造細胞卵;人造细胞卵
580;Ducklett;コアルヒー;Couaneton;Piccolente;꼬지보리;鴨寶寶;鸭宝宝
581;Swanna;スワンナ;Lakmécygne;Swaroness;스완나;舞天鵝;舞天鹅
582;Vanillite;バニプッチ;Sorbébé;Gelatini;바닐프티;迷你冰;迷你冰
583;Vanillish;バニリッチ;Sorboul;Gelatroppo;바닐리치;多多冰;多多冰
584;Vanilluxe;バイバニラ;Sorbouboul;Gelatwino;배바닐라;雙倍多多冰;双倍多多冰
585;Deerling;シキジカ;Vivaldaim;Sesokitz;사철록;四季鹿;四季鹿
586;Sawsbuck;メブキジカ;Haydaim;Kronjuwild;바라철록;萌芽鹿;萌芽鹿
587;Emolga;エモンガ;Emolga;Emolga;에몽가;電飛鼠;电飞鼠
588;Karrablast;カブルモ;Carabing;Laukaps;딱정곤;蓋蓋蟲;盖盖虫
589;Escavalier;シュバルゴ;Lançargot;Cavalanzas;슈바르고;騎士蝸牛;骑士蜗牛
590;Foongus;タマゲタケ;Trompignon;Tarnpignon;깜놀버슬;哎呀球菇;哎呀球菇
591;Amoonguss;モロバレル;Gaulet;Hutsassa;뽀록나;敗露球菇;败露球菇
592;Frillish;プルリル;Viskuse;Quabbel;탱그릴;輕飄飄;轻飘飘
593;Jellicent;ブルンゲル;Moyade;Apoquallyp;탱탱겔;胖嘟嘟;胖嘟嘟
594;Alomomola;ママンボウ;Mamanbo;Mamolida;맘복치;保母曼波;保姆曼波
595;Joltik;バチュル;Statitik;Wattzapf;파쪼옥;電電蟲;电电虫
596;Galvantula;デンチュラ;Mygavolt;Voltula;전툴라;電蜘蛛;电蜘蛛
597;Ferroseed;テッシード;Grindur;Kastadur;철시드;種子鐵球;种子铁球
598;Ferrothorn;ナットレイ;Noacier;Tentantel;너트령;堅果啞鈴;坚果哑铃
599;Klink;ギアル;Tic;Klikk;기어르;齒輪兒;齿轮儿
600;Klang;ギギアル;Clic;Kliklak;기기어르;齒輪組;齿轮组
601;Klinklang;ギギギアル;Cliticlic;Klikdiklak;기기기어르;齒輪怪;齿轮怪
602;Tynamo;シビシラス;Anchwatt;Zapplardin;저리어;麻麻小魚;麻麻小鱼
603;Eelektrik;シビビール;Lampéroie;Zapplalek;저리릴;麻麻鰻;麻麻鳗
604;Eelektross;シビルドン;Ohmassacre;Zapplarang;저리더프;麻麻鰻魚王;麻麻鳗鱼王
605;Elgyem;リグレー;Lewsor;Pygraulon;리그레;小灰怪;小灰怪
606;Beheeyem;オーベム;Neitram;Megalon;벰크;大宇怪;大宇怪
607;Litwick;ヒトモシ;Funécire;Lichtel;불켜미;燭光靈;烛光灵
608;Lampent;ランプラー;Mélancolux;Laternecto;램프라;燈火幽靈;灯火幽灵
609;Chandelure;シャンデラ;Lugulabre;Skelabra;샹델라;水晶燈火靈;水晶灯火灵
610;Axew;キバゴ;Coupenotte;Milza;터검니;牙牙;牙牙
611;Fraxure;オノンド;Incisache;Sharfax;액슨도;斧牙龍;斧牙龙
612;Haxorus;オノノクス;Tranchodon;Maxax;액스라이즈;雙斧戰龍;双斧战龙
613;Cubchoo;クマシュン;Polarhume;Petznief;코고미;噴嚏熊;喷嚏熊
614;Beartic;ツンベアー;Polagriffe;Siberio;툰베어;凍原熊;冻原熊
615;Cryogonal;フリージオ;Hexagel;Frigometri;프리지오;幾何雪花;几何雪花
616;Shelmet;チョボマキ;Escargaume;Schnuthelm;쪼마리;小嘴蝸;小嘴蜗
617;Accelgor;アギルダー;Limaspeed;Hydragil;어지리더;敏捷蟲;敏捷虫
618;Stunfisk;マッギョ;Limonde;Flunschlik;메더;泥巴魚;泥巴鱼
619;Mienfoo;コジョフー;Kungfouine;Lin-Fu;비조푸;功夫鼬;功夫鼬
620;Mienshao;コジョンド;Shaofouine;Wie-Shu;비조도;師父鼬;师父鼬
621;Druddigon;クリムガン;Drakkarmin;Shardrago;크리만;赤面龍;赤面龙
622;Golett;ゴビット;Gringolem;Golbit;골비람;泥偶小人;泥偶小人
623;Golurk;ゴルーグ;Golemastoc;Golgantes;골루그;泥偶巨人;泥偶巨人
624;Pawniard;コマタナ;Scalpion;Gladiantri;자망칼;駒刀小兵;驹刀小兵
625;Bisharp;キリキザン;Scalproie;Caesurio;절각참;劈斬司令;劈斩司令
626;Bouffalant;バッフロン;Frison;Bisofank;버프론;爆炸頭水牛;爆炸头水牛
